rent_1;Nombre;ImportFile_CustomDelayToBuy;Dias_depl_reemb;ISIN;Gestora;Inv_minima_inicial;1_Day_Return;1_Week_Return;rent_1_mes;rent_3_meses;rent_6_meses;rent_en_el_anio;rent_3_anios;rent_5_anios;rent_10_anios;Estilo_inversion_RV;Estilo_inversion_ RF;Capitaliz_media_bursatil;Patrimonio;Morningstar_Rating;Volatilidad_3;Sharpe_ 3;Ratio_de_informacion;Media_3;Com_Gestion;ImportFile_CustomBuyFee2;Com_Suscripcion;Com_deposito
0,27;BBVA Bonos Patrimonio Rentas I FI;0;1;ES0118848003;BBVA Asset Management SGIIC;20000;0;0,02;-0,03;-0,05;0;0,11;;;;;;;28,24452;;;;;;0,49;0;5;0,05
0,27;Bankia Fondtesoro Largo Plazo FI;0;0;ES0138873031;Bankia Fondos SGIIC;100;-0,14;-0,16;-0,28;-0,33;-0,02;0,24;1,01;2;1,8;;;;68,13167;3;0,9;1,31;0,39;0,09;0,47;0;0;0,08
0,26;Bankinter Renta Fija Corto Plazo FI;0;0;ES0110053032;Bankinter Gestión de Activos SGIIC;600;-0,06;-0,13;-0,25;-0,4;-0,11;0,25;1,51;2,71;2,36;;;;965,39545;4;0,79;2,19;1,18;0,13;0,45;0;0;0,2
0,23;March Renta Fija Corto Plazo FI;0;2;ES0160985034;March Asset Management SGIIC;0;0;-0,02;0,03;-0,06;0,05;0,28;0,32;1,19;1,69;;7;;140,15537;4;0,5;0,81;0,8;0,03;0,6;0;0;0,1
0,23;CS Renta Fija 0-5 FI;0;1;ES0124880032;Credit Suisse Gestión SGIIC;0;0,11;0,34;0,41;1,42;2,94;1,49;2,42;3,96;;;;;184,71568;5;4,97;0,54;0,32;0,22;0,85;0;0;0
0,21;BBVA Bonos 2018 FI;0;1;ES0110001031;BBVA Asset Management SGIIC;600;-0,02;0,01;-0,09;-0,19;-0,19;0,04;2,79;5,02;;;;;92,19563;;1,89;1,55;;0,24;0,95;0;0;0,05
0,21;Bankinter Eurostoxx Inverso FI;0;0;ES0164585004;Bankinter Gestión de Activos SGIIC;60;0,15;-2,51;-0,89;-2,35;-7,38;-2,54;-9,39;-14,38;;;;;12,07781;;14,17;-0,6;;-0,72;1;0;0;0,1
0,21;Fon Fineco Top Renta Fija I FI;0;1;ES0137639011;G.I.I.C. Fineco SGIIC;200000;0;-0,01;-0,02;-0,06;0,08;0,21;0,45;1,93;;;;;252,56883;3;0,2;2,92;-1,73;0,04;0,25;0;0;0,05
0,2;Bankia Soy Así Cauto FI;0;0;ES0158976037;Bankia Fondos SGIIC;100;0,11;0,02;0,05;-0,22;1,42;0,82;2,09;2,66;1,92;3;7;31479,13065;1287,86959;3;2,47;0,91;-1,78;0,18;0,5;0;0;0,1
0,19;Bankinter Renta Fija Onix 2018 Garantizado FI;0;2;ES0179392008;Bankinter Gestión de Activos SGIIC;500;-0,01;0,01;-0,05;-0,11;-0,1;0,07;2,59;;;;;;35,68063;;1,76;1,57;;0,22;0,8;0;5;0,1
0,18;March Patrimonio Defensivo FI;1;3;ES0160921039;March Asset Management SGIIC;0;0,11;0,17;-0,11;-0,23;0,83;0,66;0,79;1,82;0,83;2;7;29608,65638;152,42613;;1,76;0,49;;0,07;0,8;0;0;0,05
0,18;Mutuafondo Corto Plazo D FI;0;1;ES0165142003;Mutuactivos SGIIC;10;0;0;-0,01;-0,01;-0,01;0,07;0,81;1,2;;;;;1338,65835;4;0,31;3,23;3,2;0,07;0,5;0;0;0,02
0,18;Bankia Bonos Duración Flexible FI;0;0;ES0173441033;Bankia Fondos SGIIC;100;-0,13;-0,2;-0,44;-0,73;-0,1;0,13;1,09;2,33;2,73;;;;42,50378;2;1,64;0,74;-1,89;0,1;1;0;0;0,1
0,18;Caja Ingenieros 2016 Garantizado FI;1;1;ES0119486001;Caja Ingenieros Gestión SGIIC;1000;0;0;0;0,04;0,3;0,14;1,25;;;;7;;24,03217;;1,14;1,23;;0,11;1;0;2;0,2
0,14;Caja Ingenieros Bolsa USA FI;1;1;ES0115359038;Caja Ingenieros Gestión SGIIC;500;0,44;5,01;1,87;0,57;6,69;4,01;11,69;13,28;4,57;2;;47589,91471;21,05508;2;11,83;1;-1,66;0,98;1,35;0;0;0,2
0,13;Mutuafondo Gestión Óptima Moderado A FI;0;2;ES0165268030;Mutuactivos SGIIC;10;-0,5;-0,49;-1,95;-2,4;0,51;0,42;1,66;2,11;2;2;9;17914,70593;167,3332;3;4,33;0,47;-1,26;0,16;1,25;0;0;0,02
0,1;BBVA Bonos Corporativos Duración Cubierta FI;0;1;ES0113278008;BBVA Asset Management SGIIC;30000;-0,14;-0,2;-0,12;-0,39;0,28;0,3;0,24;1,86;;;;;979,51459;3;2,03;0,21;-0,73;0,03;0,75;0;0;0,05
0,09;Bankia Duración Flexible 0-2 FI;0;0;ES0147507034;Bankia Fondos SGIIC;100;-0,08;-0,11;-0,27;-0,38;-0,12;0,05;1,32;2,38;2,27;;;;686,8327;4;0,91;1,58;0,59;0,11;0,5;0;0;0,08
0,08;BNP Paribas Renta Fija FI;0;1;ES0150037036;BNP Paribas Gestión de Inversiones SGIIC;600;0;0;-0,08;-0,1;-0,11;0,1;0,24;;;8;;1135,13034;29,4674;;;;;;0,5;0;0;0,05
0,06;Bankinter Dinero 4 FI;0;1;ES0127186031;Bankinter Gestión de Activos SGIIC;600000;0;0;0;-0,02;0,01;0,07;0,55;1,55;1,91;;;;713,73372;;0,16;5,31;5,18;0,05;0,15;0;0;0,05
0,04;BBVA Ahorro Empresas FI;0;1;ES0114129036;BBVA Asset Management SGIIC;180000;0;0;0;0,03;0,06;0,07;0,19;0,78;1,57;;;;448,07949;;0,12;2,43;2,31;0,02;0,1;0;0;0,05
0,03;Dinercam FI;0;1;ES0126551037;Gestifonsa SGIIC;0;0;0,01;-0,01;-0,07;-0,05;-0,01;0,53;1,81;2,42;;;;55,57714;;0,25;2,81;2,73;0,05;0,2;0;0;0,1
0,01;BBVA Bonos Patrimonio IV FI;0;1;ES0130359005;BBVA Asset Management SGIIC;10000;0;0;-0,06;-0,15;-0,17;-0,25;2,05;;;;;;5,64821;;1,45;1,53;;0,18;0,48;0;5;0,05
0,01;atl Capital Liquidez FI;0;1;ES0111166031;Atl 12 Capital Gestión SGIIC;10;0;0;-0,01;-0,02;-0,01;-0,01;0,4;1,28;1,66;;;;62,03274;;0,14;4,91;4,73;0,03;0,45;0;0;0,1
0,01;Santander 100 por 100 14 B FI;1;1;ES0174866014;Santander Asset Management SGIIC;100000;-0,03;0;-0,05;-0,1;-0,15;-0,11;2,43;;;;;;109,50582;;1,69;1,53;;0,21;0,53;0;5;0,1
0;Avantage Fund FI;0;1;ES0112231008;Renta 4 Gestora SGIIC;1000;0,81;1,4;2,09;0,56;0,68;-1,21;;;;5;;3040,04427;5,60995;;;;;;0,8;0;0;0
0;EDM Renta FI;0;3;ES0127795039;EDM Gestión SGIIC;0;-0,02;0,01;-0,02;-0,11;-0,1;0,1;0,23;0,97;1,64;;;;58,94202;3;0,42;0,69;0,68;0,02;0,5;0;0;0,08
0;GVC Gaesco Constantfons FI;0;3;ES0121776035;GVC Gaesco Gestión SGIIC;0;0;0;0;0;0;0;0,16;0,34;0,95;;;;96,90263;;0,07;4,72;4,3;0,01;0,75;0;0;0,1
0;GVC Gaesco Fondo Fondtesoro Corto Plazo FI;0;3;ES0140642036;GVC Gaesco Gestión SGIIC;0;0;0;0;0;0;0;0,08;0,18;0,77;;;;5,34342;;0,04;2,77;2,61;0,01;0,8;0;0;0,1
-0,01;Bankia Garantizado Bolsa 5 FI;0;0;ES0159081035;Bankia Fondos SGIIC;100;-0,23;-0,25;-0,68;-1,02;-0,54;0,15;;;;;;;125,38121;;;;;;0,39;0;5;0,1
-0,01;Caja Ingenieros 2017 2E Garantizado FI;1;1;ES0119487009;Caja Ingenieros Gestión SGIIC;1000;-0,04;0;0;0,21;0,54;0,08;1,63;;;;7;;20,1564;;1,38;1,29;;0,14;1,2;0;2;0,2
-0,01;Bankia Fusión FI;0;0;ES0158013005;Bankia Fondos SGIIC;100;-0,03;-0,01;-0,04;-0,01;-0,03;-0,03;0,15;2,91;;;;;139,48843;4;0,21;1,28;1,23;0,02;0;0;5;0,1
-0,01;Mutuafondo Gestión Óptima Dinámico FI;0;2;ES0165181035;Mutuactivos SGIIC;10;-0,62;-0,44;-2,77;-2,82;2,65;0,97;-0,89;1,27;0,94;2;9;24364,28648;8,21013;2;6,98;-0,11;-1,48;-0,07;1,5;0;0;0,02
-0,02;A&G Tesorería FI;0;2;ES0156873004;A&G Fondos SGIIC;0;0;-0,01;0,05;-0,02;-0,03;-0,03;0,31;1,08;;;;;42,83757;;0,16;2,92;2,83;0,03;0,25;0;0;0,08
-0,04;Caja Ingenieros 2016 2E Garantizado FI;3;3;ES0118508003;Caja Ingenieros Gestión SGIIC;1000;-0,02;0,02;-0,01;0,09;0,32;0,05;1,51;;;;7;;42,75965;;1,24;1,34;;0,13;1;0;2;0,2
-0,05;March Solidez Garantizado FI;0;2;ES0160932036;March Asset Management SGIIC;3000;0,04;0,41;0,24;0,47;0,74;0;4,03;;;;7;;16,40008;;2,91;1,37;;0,32;1;0;5;0,05
-0,06;Aviva Corto Plazo B FI;0;2;ES0170156030;Aviva Gestión SGIIC;1000;0;0,02;0;-0,03;-0,05;-0,03;0,31;1,35;1,8;;;;453,78406;4;0,17;2,72;2,63;0,03;0,5;0;0;0,06
-0,06;DWS Fondepósito Plus A FI;0;0;ES0136787035;Deutsche Asset Management SGIIC;6;0;0;-0,02;-0,04;-0,06;-0,07;0,02;0,53;;;;;456,15025;3;0,04;1,84;1,72;0;0,32;0;0;0,05
-0,07;BBVA Fusión Corto Plazo V FI;1;3;ES0159157009;BBVA Asset Management SGIIC;180000;-0,01;0;-0,03;-0,03;-0,06;-0,05;;;;;;;256,412;;;;;;0,3;0;5;0,05
-0,09;Annapurna FI;0;3;ES0109286007;Inversis Gestión SGIIC;1;-0,02;-0,21;-0,48;-0,27;1,03;-0,7;2,56;;;;;79,48195;44,79715;3;2,79;1;-1,08;0,23;0,9;0;0;0,1
-0,09;BBVA Fon-Plazo 2018 FI;0;1;ES0115161004;BBVA Asset Management SGIIC;600;-0,09;-0,07;-0,16;-0,31;-0,42;-0,28;2,97;;;;;;77,24459;;2,18;1,43;;0,25;1,27;0;5;0,05
-0,09;Fon Fineco Top Renta Fija A FI;0;1;ES0137639003;G.I.I.C. Fineco SGIIC;0;0;-0,01;-0,05;-0,13;-0,07;-0,05;0,15;1,62;;;;;252,56883;3;0,2;1,26;-2,72;0,01;0,55;0;0;0,05
-0,1;Renta 4 Fondtesoro CP FI;0;1;ES0173372030;Renta 4 Gestora SGIIC;10;-0,16;-0,22;-0,3;-0,39;-0,27;-0,14;0,52;1,64;1,41;;;;7,90717;4;0,62;1,14;1,13;0,05;0,25;0;0;0,1
-0,1;March Cartera Conservadora FI;1;3;ES0123541007;March Asset Management SGIIC;1;0,15;0,17;-0,4;-0,39;1,34;0,65;1,24;3,12;;2;7;17585,96884;211,05362;3;3,35;0,43;-1,96;0,12;0,7;0;0;0,1
-0,11;Bankinter Renta Variable Española Garantizado FI;0;2;ES0114023007;Bankinter Gestión de Activos SGIIC;500;-0,14;-0,23;-0,55;-1,07;0,8;0,56;;;;;;;35,89727;;;;;;1,1;0;0;0,1
-0,11;BBVA Bonos Rentas III FI;0;1;ES0114132030;BBVA Asset Management SGIIC;600;0;0;-0,04;-0,12;-0,19;-0,15;2,37;;;;;;112,08647;;1,55;1,58;;0,2;0,49;0;5;0,05
-0,11;Bankinter Dinero 3 FI;0;1;ES0115155030;Bankinter Gestión de Activos SGIIC;60000;0;0;-0,02;-0,05;-0,08;-0,11;0,32;1,31;1,72;;;;381,04935;;0,15;3,56;3,44;0,03;0,35;0;0;0,1
-0,11;Bankia Bonos Corto Plazo (III) FI;0;0;ES0113044038;Bankia Fondos SGIIC;200000;-0,04;-0,06;-0,11;-0,16;-0,15;-0,1;0,4;1,22;1,46;;;;105,63815;4;0,28;1,92;1,89;0,04;0,4;0;0;0,05
-0,11;Caja Ingenieros 2017 Garantizado FI;1;1;ES0164375000;Caja Ingenieros Gestión SGIIC;1000;-0,04;-0,01;-0,05;0,02;0,21;-0,04;1,85;;;;7;;46,93367;;1,31;1,57;;0,16;0,9;0;2;0,2
-0,12;Bankia Renta Fija Largo Plazo FI;0;0;ES0158178030;Bankia Fondos SGIIC;100;-0,11;-0,17;-0,42;-0,77;-0,3;-0,09;1,19;2,23;2,44;;;;58,1214;4;1,51;0,87;0,2;0,1;1,25;0;0;0,1
-0,12;DWS Ahorro FI;0;0;ES0125783037;Deutsche Asset Management SGIIC;60,1;0;-0,01;-0,02;-0,05;-0,11;-0,12;-0,02;0,41;0,98;;;;77,10336;2;0,05;0,79;0,69;0;0,37;0;0;0,1
-0,13;Bankinter Renta Fija Naos 2018 Garantizado FI;0;2;ES0164541007;Bankinter Gestión de Activos SGIIC;500;-0,01;0,01;-0,12;-0,27;-0,33;-0,23;3,05;;;;;;22,14435;;1,82;1,74;;0,26;0,85;0;5;0,1
-0,15;Eurovalor Ahorro Euro B FI;0;1;ES0133867038;Allianz Popular Asset Management SGIIC;250;-0,02;-0,03;-0,18;-0,32;-0,1;-0,18;0,45;1,28;1,28;;;;644,35348;4;0,66;0,89;0,88;0,04;1;0;0;0,15
-0,15;Eurovalor Particulares Volumen A FI;0;1;ES0133877037;Allianz Popular Asset Management SGIIC;60000;0;-0,01;-0,03;-0,06;-0,1;-0,14;0,32;1,27;2;;;;1305,73812;;0,17;2,99;2,9;0,03;0,6;0;0;0
-0,16;Intermoney Attitude FI;0;1;ES0154765004;Intermoney Gestión SGIIC;10;-0,01;-0,28;-0,24;-0,55;0,86;1,45;;;;7;;;15,18923;;;;;;1,35;0;0;0,1
-0,16;atl Capital Renta Fija FI;0;2;ES0111168003;Atl 12 Capital Gestión SGIIC;10;-0,15;-0,25;-0,22;0,39;1,23;1,26;2,46;4,42;;;;;18,19029;3;2,77;0,95;-1;0,22;0,9;0;0;0,1
-0,17;BBVA Fusión Corto Plazo FI;1;1;ES0113467007;BBVA Asset Management SGIIC;180000;0;0;-0,01;-0,01;-0,02;-0,1;;;;;;;300,46885;;;;;;0,3;0;5;0,05
-0,17;Eurovalor Empresas Volumen FI;0;1;ES0169533033;Allianz Popular Asset Management SGIIC;60000;0;-0,01;-0,03;-0,07;-0,13;-0,16;0,32;1,24;1,98;;;;338,21316;;0,18;2,87;2,79;0,03;0,6;0;0;0
-0,17;BBVA Rentabilidad Ahorro Corto Plazo FI;0;1;ES0110131036;BBVA Asset Management SGIIC;600;0;0;-0,01;0;-0,01;-0,08;-0,1;0,62;1,25;;;;1324,18423;3;0,14;-0,29;-0,31;-0,01;0,3;0;0;0,05
-0,17;Bankia Monetario Euro Deuda (II) FI;0;0;ES0112899002;Bankia Fondos SGIIC;100000;-0,02;-0,02;-0,04;-0,05;-0,12;-0,15;0,15;1,08;;;;;29,14506;;0,15;1,91;1,83;0,01;0,25;0;0;0,05
-0,18;Rural 2017 Garantía FI;0;1;ES0174407033;Gescooperativo SGIIC;300;-0,05;-0,02;-0,09;-0,17;-0,21;-0,16;2,1;;;;;;45,32861;;1,46;1,56;;0,18;0,5;0;3;0,05
-0,19;BBVA Bonos Corto Plazo Gobiernos FI;0;1;ES0113752002;BBVA Asset Management SGIIC;100000;-0,01;0;-0,04;-0,03;-0,05;-0,11;0;0,86;;;;;52,72357;2;0,13;0,5;-2,36;0;0,25;0;0;0,05
-0,19;UBS Valor P FI;0;1;ES0180942031;UBS Gestión SGIIC;0;-0,03;-0,03;-0,06;-0,11;-0,19;-0,09;;;;;;;59,83322;;;;;;0,35;0;0;0,08
-0,19;BBVA Fusión Corto Plazo III FI;0;1;ES0159155003;BBVA Asset Management SGIIC;180000;0;0;-0,03;-0,02;-0,02;-0,12;;;;;;;252,79681;;;;;;0,3;0;5;0,05
-0,19;Santander 100 por 100 14 A FI;1;1;ES0174866006;Santander Asset Management SGIIC;60000;-0,03;0;-0,07;-0,15;-0,25;-0,28;2,23;;;;;;109,50582;;1,69;1,41;;0,19;0,73;0;5;0,1
-0,19;BBVA Bonos Internacional Flexible Euro FI;0;2;ES0108926033;BBVA Asset Management SGIIC;600;-0,08;-0,26;-0,34;-0,41;0,13;0,33;0,43;2,08;;;;;117,7324;3;1,96;0,34;-0,23;0,05;1,5;0;0;0,15
-0,2;Bankia Evolución Prudente FI;0;0;ES0158965030;Bankia Fondos SGIIC;100;0,04;-0,12;-0,16;-0,26;0,72;0,43;0,8;1,57;1,53;3;7;22394,98165;2347,04825;;1,34;0,68;;0,07;0,75;0;0;0,1
-0,21;Intermoney Renta Fija Corto Plazo FI;0;1;ES0155171038;Intermoney Gestión SGIIC;1;0;-0,01;-0,02;-0,06;-0,13;-0,19;0,27;1,16;1,53;;;;6,80978;;0,15;3,16;3,08;0,02;0,25;0;0;0,1
-0,21;BBVA Dinero Fondtesoro Corto Plazo FI;0;1;ES0113200036;BBVA Asset Management SGIIC;300;0;0;-0,02;-0,07;-0,12;-0,2;-0,18;0,66;1,01;;;;124,49918;2;0,11;-1,1;-1,09;-0,01;0,3;0;0;0
-0,22;BBVA Fon-Plazo 2017 B FI;0;1;ES0180662001;BBVA Asset Management SGIIC;600;0,02;0,04;-0,08;-0,15;-0,26;-0,35;2,43;;;;;;131,82879;;1,87;1,38;;0,21;1,02;0;5;0,05
-0,22;CS Director Bond Focus FI;0;2;ES0165121031;Credit Suisse Gestión SGIIC;0;-0,01;0,28;0;-0,34;0,63;0,45;2,35;2,43;2,04;7;9;566,99381;8,18905;3;3,27;0,75;-1,49;0,2;0,6;0;0;0,1
-0,23;BBVA Bonos Cash FI;0;1;ES0113276002;BBVA Asset Management SGIIC;600;0;0;-0,02;-0,04;-0,07;-0,17;-0,27;0,24;;;;;171,29268;;0,11;-1,85;-1,83;-0,02;0,25;0;0;0,05
-0,23;Mutuafondo Gestión Óptima Conservador FI;0;2;ES0131366033;Mutuactivos SGIIC;10;-0,13;-0,17;-0,84;-1,66;-0,12;0,18;1,09;1,51;1,77;2;8;17494,12228;37,11733;3;2,87;0,45;-1,51;0,1;1;0;0;0,02
-0,23;Eurovalor Japón FI;0;3;ES0133663031;Allianz Popular Asset Management SGIIC;600;-2,27;-3,07;-1,15;-0,09;9,31;0,6;9;9,77;0,99;2;;6323,435;11,35249;4;14,09;0,78;-1,11;0,91;1,35;0;0;0,15
-0,23;Rural Rendimiento FI;0;1;ES0174394033;Gescooperativo SGIIC;6;-0,08;-0,09;-0,18;-0,22;-0,07;0,18;0,16;0,56;0,86;;;;27,01966;3;0,38;0,66;0,64;0,02;0,7;0;0;0
-0,24;Fondo Liquidez FI;0;1;ES0137987006;BBVA Asset Management SGIIC;5000;0;0;-0,03;-0,05;-0,09;-0,18;-0,06;0,55;;;;;6,0929;3;0,11;-0,05;-0,1;0;0,2;0;0;0,05
-0,24;Bankinter Ahorro Activos Euro FI;0;0;ES0114821038;Bankinter Gestión de Activos SGIIC;60;0;-0,01;-0,04;-0,08;-0,15;-0,22;0,31;1,14;1,65;;;;793,96259;;0,17;3,16;3,07;0,03;0,5;0;0;0,1
-0,24;March Cartera Moderada FI;1;3;ES0123549000;March Asset Management SGIIC;1;0,2;0,3;-0,41;-0,33;1,75;0,7;1,64;3,93;;2;7;14408,69284;86,92424;2;4,4;0,42;-1,98;0,15;0,9;0;0;0,1
-0,25;Rural Ahorro Plus FI;0;1;ES0174305039;Gescooperativo SGIIC;60000;-0,07;-0,09;-0,18;-0,22;-0,07;0,25;0,35;0,93;1,4;;;;66,46087;3;0,49;0,95;0,94;0,03;0,5;0;0;0,05
-0,26;BBVA Bonos Valor Relativo FI;0;1;ES0113857033;BBVA Asset Management SGIIC;10000;-0,11;-0,12;-0,14;-0,13;0,08;-0,33;0,13;0,89;;;;;465,82943;;0,66;0,44;;0,02;0,4;0;0;0,05
-0,26;Santander Ahorro Garantizado 5 B FI;1;1;ES0174939019;Santander Asset Management SGIIC;300000;-0,02;-0,01;-0,04;-0,09;-0,19;-0,27;2,1;;;;;;195,57877;;1,51;1,5;;0,18;0,45;0;5;0,1
-0,27;Bankinter Dinero 2 FI;0;1;ES0114801030;Bankinter Gestión de Activos SGIIC;6000;0;-0,01;-0,03;-0,09;-0,16;-0,24;0,16;1,16;1,56;;;;273,62302;;0,16;2,1;2,01;0,02;0,45;0;0;0,15
-0,29;BBVA Plan Rentas 2017 B FI;0;1;ES0125465031;BBVA Asset Management SGIIC;600;-0,02;0;-0,12;-0,21;-0,32;-0,4;2,23;;;;;;64,76048;;1,81;1,33;;0,19;1,12;0;5;0,05
-0,29;Bankia Soy Así Flexible FI;0;0;ES0159084039;Bankia Fondos SGIIC;100;0,18;-0,08;0,03;-0,32;2,58;0,89;2,66;3,77;1,54;2;8;23771,48494;563,85326;3;4,56;0,65;-2,11;0,24;1;0;0;0,1
-0,29;Bankinter Renta Fija Opalo 2017 Garantizado FI;0;2;ES0119173005;Bankinter Gestión de Activos SGIIC;500;0;0;-0,04;-0,16;-0,24;-0,26;1,9;;;;;;26,12899;;1,43;1,44;;0,16;0,7;0;5;0,1
-0,31;BBVA Bonos Core BP FI;0;1;ES0114239033;BBVA Asset Management SGIIC;50000;0;0;-0,02;-0,08;-0,19;-0,26;-0,04;0,12;-0,37;;;;64,20753;2;0,13;0,11;-0,75;0;0,1;0;0;0,05
-0,32;Bankinter Renta Fija Titanio 2017 Garantizado FI;0;2;ES0118844002;Bankinter Gestión de Activos SGIIC;500;0;0;-0,04;-0,16;-0,25;-0,29;1,89;;;;;;34,92312;;1,44;1,42;;0,16;0,7;0;5;0,1
-0,32;Bankinter Renta Fija Cuarzo 2017 Garantizado FI;0;2;ES0118843004;Bankinter Gestión de Activos SGIIC;500;0;0;-0,05;-0,16;-0,26;-0,3;;;;;;;25,4705;;;;;;0,7;0;5;0,1
-0,32;Santander Inversión Corto Plazo FI;1;1;ES0145822005;Santander Asset Management SGIIC;1;-0,01;-0,01;-0,09;-0,2;-0,24;-0,27;0,02;;;;;;389,24756;2;0,47;0,18;0,17;0;0,9;0;0;0,05
-0,32;Bankinter Renta Fija Jade Garantizado FI;0;2;ES0159143009;Bankinter Gestión de Activos SGIIC;500;0;-0,01;-0,05;-0,08;-0,28;-0,24;1,49;;;;;;22,20911;;1,24;1,34;;0,13;0,7;0;5;0,1
-0,32;Rural 9,51 Garantía Renta Fija FI;0;1;ES0174343030;Gescooperativo SGIIC;300;-0,03;-0,01;-0,08;-0,18;-0,29;-0,27;1,68;;;;;;64,72202;;1,3;1,44;;0,15;0,5;0;3;0,05
-0,34;Bankinter Renta Fija Atlantis 2017 Garantizado FI;0;1;ES0114876032;Bankinter Gestión de Activos SGIIC;500;0;-0,01;-0,06;-0,11;-0,26;-0,25;;;;;;;81,45236;;;;;;0,8;0;5;0,1
-0,34;Caja Ingenieros 2018 Inflación Garantizado FI;1;1;ES0118509001;Caja Ingenieros Gestión SGIIC;1000;-0,06;-0,07;-0,28;0,45;1,17;-0,62;;;;;7;;12,94146;;;;;;1;0;5;0,2
-0,34;Bankia Emergentes FI;0;0;ES0158971038;Bankia Fondos SGIIC;100;0,73;0,15;-1,07;-0,43;10,8;5,59;3,69;2,2;2,88;2;8;10291,423;23,54315;3;11,43;0,39;-0,25;0,37;1,8;0;0;0,1
-0,34;BBVA Fon-Plazo 2017 FI;0;1;ES0114589007;BBVA Asset Management SGIIC;600;-0,01;-0,02;-0,07;-0,2;-0,29;-0,39;2,22;;;;;;100,75399;;1,69;1,41;;0,19;1;0;5;0,05
-0,36;Rural Interés Garantizado 2017 FI;0;1;ES0174383036;Gescooperativo SGIIC;300;-0,05;-0,03;-0,09;-0,21;-0,29;-0,3;1,91;;;;;;55,03783;;1,46;1,43;;0,17;0,75;0;3;0,05
-0,36;Gescooperativo Multiestrategias Alternativas FI;0;2;ES0158602039;Gescooperativo SGIIC;300;0,08;0,04;0,1;0,1;1,21;0,34;1,39;1,49;0,03;2;7;11990,68577;4,37407;;2,78;0,58;;0,13;1,35;0;0;0,15
-0,36;GVC Gaesco T.F.T. FI;0;3;ES0138984036;GVC Gaesco Gestión SGIIC;0;0,97;2,02;-1,52;-0,41;8,99;2,32;9,56;13,58;5,81;3;;6858,31024;28,69861;3;13,25;0,77;-1,31;0,84;2,25;0;0;0,1
-0,37;BBVA Bonos Plazo III FI;0;1;ES0115163000;BBVA Asset Management SGIIC;600;-0,01;-0,01;-0,05;-0,14;-0,25;-0,34;;;;;;;24,33864;;;;;;0,5;0;5;0,05
-0,37;Annualcycles Strategies FI;0;1;ES0109298002;Gesiuris Asset Management SGIIC;0;-0,64;1,46;0,69;1,48;7,5;2,38;5,48;6,49;;2;;29733,70512;7,22655;;9,44;0,63;;0,49;1;0,6;0;0,1
-0,38;Santander Tesorero C FI;0;0;ES0112744026;Santander Asset Management SGIIC;300000;-0,01;-0,01;-0,06;-0,16;-0,27;-0,36;0,05;0,97;;;;;908,27355;3;0,24;0,6;0,57;0,01;0,4;0;0;0,05
-0,38;Bankinter Fondo Monetario FI;0;1;ES0114868039;Bankinter Gestión de Activos SGIIC;60;0;-0,01;-0,04;-0,14;-0,23;-0,34;-0,33;-0,28;0,58;;;;33,78187;;0,08;-3,4;-3,37;-0,03;0,4;0;0;0,1
-0,38;Eurovalor Fondepósito Plus FI;0;1;ES0127026005;Allianz Popular Asset Management SGIIC;10000;0;-0,01;-0,05;-0,13;-0,22;-0,33;0,12;1,05;;;;;198,22833;4;0,17;1,43;1,37;0,01;0,8;0;0;0
-0,39;Caja Ingenieros Fondtesoro Corto Plazo FI;1;1;ES0114887039;Caja Ingenieros Gestión SGIIC;6;-0,05;-0,05;-0,13;-0,23;-0,22;-0,31;-0,07;0,96;;;4;;20,40538;3;0,41;0,11;0,1;0;0,6;0;0;0,14
-0,4;Trea Cajamar Patrimonio FI;0;3;ES0114547039;Trea Asset Management SGIIC;1000;-0,13;0,05;-0,24;-0,31;1,54;0,45;1,86;3,5;1,79;2;;22619,05864;140,92716;3;2,77;0,74;-1,21;0,17;1,3;0;0;0,1
-0,4;Alcalá Uno FI;0;1;ES0107703037;Gesalcalá SGIIC;6,01;-0,01;-0,02;-0,09;-0,23;-0,38;-0,37;-0,04;0,66;1,45;;;;3,32427;2;0,42;0,09;-2,14;0;0,5;0;0;0,02
-0,43;Bankinter Dinero 1 FI;0;1;ES0113921037;Bankinter Gestión de Activos SGIIC;600;0;-0,01;-0,04;-0,13;-0,24;-0,38;0;0,96;;;;;170,62469;;0,16;0,62;0,57;0;0,7;0;0;0,05
-0,44;Rural Mixto 15 FI;0;1;ES0174227035;Gescooperativo SGIIC;300;-0,21;-0,2;-0,3;-0,14;0,65;0,69;;;;1;;8239,53846;413,59422;;;;;;0,9;0;0;0,05
-0,45;Bankinter Sector Energía FI;0;1;ES0114806039;Bankinter Gestión de Activos SGIIC;60;0,19;3,06;0,36;0,63;7,22;5,76;-0,62;0,45;-2,26;1;;16462,95952;2,84975;3;14,79;0,02;-0,1;0,02;1,6;0;0;0,15
-0,48;Mutuafondo Dinero D FI;0;1;ES0165143019;Mutuactivos SGIIC;10;-0,01;-0,01;-0,05;-0,12;-0,28;-0,4;-0,25;0,36;;;;;95,83535;;0,1;-2,55;-2,51;-0,02;0,4;0;0;0,02
-0,49;Caja Ingenieros 2019 Ibex Garantizado FI;1;1;ES0118510009;Caja Ingenieros Gestión SGIIC;1000;-0,13;-0,15;-0,17;-0,4;0,37;0,25;;;;;4;;13,25885;;;;;;1;0;5;0,2
